WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
9,Cluj-Napoca,Transylvania Open,2/4/2025,WTA250,Indoor,Hard,1st Round,3,Bogdan A.,Burrage J.,119,150,597,485,6,2,6,3,,,2,0,Completed,1.62,2.3,1.66,2.32,1.68,2.32,1.63,2.24,,
9,Cluj-Napoca,Transylvania Open,2/4/2025,WTA250,Indoor,Hard,1st Round,3,Stearns P.,Gracheva V.,46,69,1198,925,2,6,6,2,6,2,2,1,Completed,1.44,2.75,1.4,3.12,1.45,3.14,1.41,2.87,,
9,Cluj-Napoca,Transylvania Open,2/4/2025,WTA250,Indoor,Hard,1st Round,3,Bronzetti L.,Halep S.,66,868,945,27,6,1,6,1,,,2,0,Completed,1.8,2,1.71,2.22,1.82,2.22,1.73,2.08,,
9,Cluj-Napoca,Transylvania Open,2/5/2025,WTA250,Indoor,Hard,1st Round,3,Siniakova K.,Jones F.,53,154,1092,474,6,4,6,7,6,4,2,1,Completed,1.36,3.2,1.45,2.89,1.45,3.5,1.34,3.19,,
9,Cluj-Napoca,Transylvania Open,2/5/2025,WTA250,Indoor,Hard,1st Round,3,Seidel E.,Cristian J.,145,61,505,967,6,4,6,2,,,2,0,Completed,2.1,1.73,2.2,1.72,2.21,1.73,2.11,1.7,,
9,Cluj-Napoca,Transylvania Open,2/5/2025,WTA250,Indoor,Hard,2nd Round,3,Kalinina A.,Lamens S.,48,67,1171,943,1,6,6,4,6,4,2,1,Completed,1.44,2.75,1.5,2.74,1.53,2.78,1.46,2.67,,
9,Cluj-Napoca,Transylvania Open,2/5/2025,WTA250,Indoor,Hard,2nd Round,3,Sasnovich A.,Stakusic M.,149,118,487,600,6,3,7,5,,,2,0,Completed,1.77,2,1.76,2.14,1.83,2.14,1.75,2.05,,
9,Cluj-Napoca,Transylvania Open,2/5/2025,WTA250,Indoor,Hard,2nd Round,3,Tomova V.,Danilovic O.,64,41,953,1275,7,5,7,5,,,2,0,Completed,3.5,1.3,3.71,1.31,3.75,1.34,3.51,1.29,,
9,Cluj-Napoca,Transylvania Open,2/6/2025,WTA250,Indoor,Hard,2nd Round,3,Siniakova K.,Dolehide C.,53,81,1092,844,2,6,6,1,6,4,2,1,Completed,1.5,2.63,1.56,2.55,1.56,2.75,1.51,2.53,,
9,Cluj-Napoca,Transylvania Open,2/6/2025,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Golubic V.,33,110,1494,707,6,4,7,5,,,2,0,Completed,1.44,2.75,1.43,2.98,1.45,2.98,1.43,2.74,,
9,Cluj-Napoca,Transylvania Open,2/6/2025,WTA250,Indoor,Hard,2nd Round,3,Seidel E.,Blinkova A.,145,83,505,838,6,2,7,6,,,2,0,Completed,2.38,1.57,2.47,1.59,2.47,1.62,2.36,1.57,,
9,Cluj-Napoca,Transylvania Open,2/6/2025,WTA250,Indoor,Hard,2nd Round,3,Bronzetti L.,Stearns P.,66,46,945,1198,6,2,7,6,,,2,0,Completed,2.38,1.57,2.48,1.58,2.53,1.65,2.35,1.58,,
9,Cluj-Napoca,Transylvania Open,2/6/2025,WTA250,Indoor,Hard,2nd Round,3,Cocciaretto E.,Bogdan A.,59,119,988,597,6,3,6,0,,,2,0,Completed,2.2,1.67,2.28,1.68,2.28,1.74,2.14,1.68,,
9,Cluj-Napoca,Transylvania Open,2/7/2025,WTA250,Indoor,Hard,Quarterfinals,3,Sasnovich A.,Kalinina A.,149,48,487,1171,2,6,6,4,7,6,2,1,Completed,2.3,1.62,2.48,1.61,2.48,1.63,2.33,1.59,,
9,Cluj-Napoca,Transylvania Open,2/7/2025,WTA250,Indoor,Hard,Quarterfinals,3,Siniakova K.,Tomova V.,53,64,1092,953,6,3,7,6,,,2,0,Completed,1.4,3,1.49,2.85,1.49,3,1.43,2.8,,
9,Cluj-Napoca,Transylvania Open,2/7/2025,WTA250,Indoor,Hard,Quarterfinals,3,Potapova A.,Seidel E.,33,145,1494,505,6,2,6,3,,,2,0,Completed,1.53,2.5,1.58,2.55,1.63,2.55,1.56,2.4,,
9,Cluj-Napoca,Transylvania Open,2/7/2025,WTA250,Indoor,Hard,Quarterfinals,3,Bronzetti L.,Cocciaretto E.,66,59,945,988,6,1,6,4,,,2,0,Completed,1.73,2.1,1.79,2.14,1.8,2.2,1.73,2.08,,
9,Cluj-Napoca,Transylvania Open,2/8/2025,WTA250,Indoor,Hard,Semifinals,3,Potapova A.,Sasnovich A.,33,149,1494,487,6,3,7,5,,,2,0,Completed,1.4,3,1.4,3.23,1.42,3.39,1.37,3.02,,
9,Cluj-Napoca,Transylvania Open,2/8/2025,WTA250,Indoor,Hard,Semifinals,3,Bronzetti L.,Siniakova K.,66,53,945,1092,4,0,,,,,0,0,Retired,1.91,1.91,1.94,1.94,1.94,2.01,1.83,1.95,,
9,Cluj-Napoca,Transylvania Open,2/9/2025,WTA250,Indoor,Hard,The Final,3,Potapova A.,Bronzetti L.,33,66,1494,945,4,6,6,1,6,2,2,1,Completed,1.53,2.5,1.55,2.63,1.57,2.63,1.53,2.48,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Bucsa C.,Kalinskaya A.,116,18,659,2304,6,7,7,5,6,4,2,1,Completed,2.75,1.44,2.72,1.5,2.98,1.5,2.8,1.42,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Parks A.,Shnaider D.,90,13,809,2873,6,4,7,6,,,2,0,Completed,3.4,1.33,3.39,1.35,3.5,1.36,3.26,1.33,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Garcia C.,Yuan Y.,76,51,884,1146,6,1,7,6,,,2,0,Completed,2.1,1.73,2.07,1.81,2.1,1.82,2.06,1.74,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Sakkari M.,Ruse E.G.,29,111,1774,690,4,6,6,3,4,0,1,1,Retired,1.67,2.2,1.72,2.21,1.72,2.32,1.66,2.2,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Tauson C.,32,39,1666,1413,6,0,,,,,1,0,Retired,1.69,2.1,1.76,2.15,1.88,2.15,1.74,2.06,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Fernandez L.A.,Minnen G.,27,88,1869,823,6,1,6,2,,,2,0,Completed,1.29,3.75,1.33,3.51,1.33,3.75,1.3,3.47,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Kostyuk M.,Sonmez Z.,21,94,2064,789,6,3,6,3,,,2,0,Completed,1.3,3.5,1.35,3.41,1.35,3.53,1.31,3.37,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Samsonova L.,Sun L.,23,43,1945,1282,6,3,6,3,,,2,0,Completed,1.22,4,1.3,3.76,1.3,4,1.27,3.65,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Andreeva M.,Volynets K.,15,64,2665,968,4,6,7,6,6,4,2,1,Completed,1.3,3.5,1.33,3.54,1.33,3.65,1.3,3.43,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Avanesyan E.,Wang Xin.,48,38,1190,1413,7,6,1,6,7,6,2,1,Completed,1.8,2,1.81,2.08,1.87,2.08,1.8,1.99,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Frech M.,Haddad Maia B.,28,16,1800,2369,6,4,3,6,6,2,2,1,Completed,2.2,1.67,2.21,1.72,2.22,1.73,2.16,1.69,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Alexandrova E.,Raducanu E.,26,60,1888,997,6,3,7,5,,,2,0,Completed,1.73,2.1,1.74,2.18,1.8,2.18,1.73,2.08,,
10,Doha,Qatar Open,2/9/2025,WTA1000,Outdoor,Hard,1st Round,3,Anisimova A.,Azarenka V.,41,30,1316,1762,6,3,7,5,,,2,0,Completed,1.73,2.1,1.78,2.12,1.81,2.12,1.76,2.04,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Noskova L.,Vekic D.,33,19,1528,2273,6,2,6,4,,,2,0,Completed,1.53,2.5,1.58,2.49,1.58,2.52,1.54,2.45,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Sramkova R.,Kalinina A.,46,50,1236,1165,6,2,6,3,,,2,0,Completed,1.8,2,1.89,1.97,1.91,2.02,1.84,1.93,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Kenin S.,Krueger A.,73,40,903,1381,6,4,6,4,,,2,0,Completed,2.1,1.73,2.22,1.71,2.23,1.8,2.12,1.71,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Uchijima M.,20,63,2093,969,6,2,6,7,6,3,2,1,Completed,1.2,4.5,1.23,4.58,1.23,5,1.2,4.47,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Ito A.,37,120,1422,636,6,2,6,1,,,2,0,Completed,1.44,2.75,1.48,2.78,1.5,2.9,1.44,2.74,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Kasatkina D.,Kudermetova P.,12,59,3056,999,6,0,6,0,,,2,0,Completed,1.3,3.5,1.31,3.68,1.31,3.68,1.3,3.47,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Linette M.,Kudermetova V.,36,52,1424,1131,3,6,6,0,6,4,2,1,Completed,2.63,1.5,2.78,1.48,2.78,1.52,2.62,1.48,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Yastremska D.,47,49,1201,1169,7,5,6,3,,,2,0,Completed,2.1,1.73,2.13,1.78,2.14,1.8,2.08,1.73,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Svitolina E.,Vondrousova M.,22,34,1970,1501,0,6,6,2,7,5,2,1,Completed,2.1,1.73,2.13,1.77,2.15,1.85,2.06,1.74,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Jabeur O.,Kessler M.,35,55,1454,1066,6,2,6,0,,,2,0,Completed,1.44,2.75,1.53,2.54,1.53,2.81,1.46,2.66,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,1st Round,3,Badosa P.,Zarazua R.,10,68,3588,954,6,3,4,6,6,2,2,1,Completed,1.17,5,1.14,6.39,1.22,6.5,1.16,5.19,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Sakkari M.,2,29,8770,1774,6,3,6,2,,,2,0,Completed,1.04,13,1.05,15.62,1.05,15.62,1.04,10.97,,
10,Doha,Qatar Open,2/10/2025,WTA1000,Outdoor,Hard,2nd Round,3,Fernandez L.A.,Navarro E.,27,9,1869,3709,6,2,6,2,,,2,0,Completed,2,1.8,1.99,1.89,2.07,1.89,1.99,1.8,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Paolini J.,Garcia C.,4,76,5288,884,6,3,6,4,,,2,0,Completed,1.44,2.75,1.43,2.97,1.45,2.98,1.42,2.81,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Kenin S.,Parks A.,73,90,903,809,7,6,3,6,6,2,2,1,Completed,1.53,2.5,1.62,2.44,1.62,2.55,1.54,2.44,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Mertens E.,Bucsa C.,32,116,1666,659,6,2,6,3,,,2,0,Completed,1.17,5,1.2,5.2,1.21,5.28,1.17,4.79,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Noskova L.,Putintseva Y.,33,20,1528,2093,6,2,6,3,,,2,0,Completed,1.57,2.38,1.69,2.29,1.69,2.45,1.59,2.32,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Samsonova L.,37,23,1422,1945,7,6,7,5,,,2,0,Completed,1.91,1.91,1.96,1.93,1.96,2.22,1.88,1.9,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Kostyuk M.,Gauff C.,21,3,2064,6538,6,2,7,5,,,2,0,Completed,4.5,1.2,4.24,1.2,5.25,1.27,4.44,1.19,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Stearns P.,7,47,4588,1201,6,2,6,4,,,2,0,Completed,1.2,4.5,1.2,5.17,1.22,5.17,1.19,4.51,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Sramkova R.,Andreeva M.,46,15,1236,2665,3,6,6,3,7,5,2,1,Completed,4.33,1.22,4.63,1.23,4.63,1.23,4.23,1.21,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Pegula J.,Svitolina E.,5,22,4861,1970,6,3,7,6,,,2,0,Completed,1.62,2.3,1.65,2.36,1.65,2.42,1.6,2.31,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Jabeur O.,Zheng Q.,35,8,1454,4095,6,4,6,2,,,2,0,Completed,2.38,1.57,2.57,1.56,2.57,1.6,2.41,1.55,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Alexandrova E.,Sabalenka A.,26,1,1888,8956,3,6,6,3,7,6,2,1,Completed,5,1.17,3.84,1.23,5.05,1.23,4.55,1.19,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Kasatkina D.,Avanesyan E.,12,48,3056,1190,6,2,6,3,,,2,0,Completed,1.4,3,1.39,3.24,1.46,3.24,1.4,2.9,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Linette M.,Frech M.,36,28,1424,1800,7,5,5,7,6,4,2,1,Completed,2,1.8,1.98,1.91,2.05,1.91,1.97,1.81,,
10,Doha,Qatar Open,2/11/2025,WTA1000,Outdoor,Hard,2nd Round,3,Anisimova A.,Badosa P.,41,10,1316,3588,6,4,6,3,,,2,0,Completed,2.5,1.53,2.72,1.51,2.79,1.58,2.49,1.52,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Rybakina E.,Sramkova R.,7,46,4588,1236,7,6,6,2,,,2,0,Completed,1.17,5,1.18,5.56,1.19,5.64,1.16,5.02,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Ostapenko J.,Paolini J.,37,4,1422,5288,6,2,6,2,,,2,0,Completed,2.3,1.62,2.46,1.61,2.46,1.64,2.31,1.59,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Pegula J.,Kasatkina D.,5,12,4861,3056,6,3,7,5,,,2,0,Completed,1.53,2.5,1.57,2.55,1.58,2.63,1.52,2.48,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Kostyuk M.,Linette M.,21,36,2064,1424,6,4,6,2,,,2,0,Completed,1.33,3.4,1.38,3.29,1.38,3.41,1.33,3.23,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Noskova L.,2,33,8770,1528,6,7,6,4,6,4,2,1,Completed,1.2,4.5,1.22,3.98,1.25,4.54,1.22,4.1,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Alexandrova E.,Mertens E.,26,32,1888,1666,6,4,6,2,,,2,0,Completed,2.3,1.62,2.4,1.63,2.44,1.67,2.3,1.6,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Jabeur O.,Kenin S.,35,73,1454,903,6,3,6,4,,,2,0,Completed,1.3,3.5,1.38,3.3,1.38,3.5,1.34,3.21,,
10,Doha,Qatar Open,2/12/2025,WTA1000,Outdoor,Hard,3rd Round,3,Anisimova A.,Fernandez L.A.,41,27,1316,1869,6,3,6,0,,,2,0,Completed,1.91,1.91,2.02,1.87,2.02,1.92,1.9,1.89,,
10,Doha,Qatar Open,2/13/2025,WTA1000,Outdoor,Hard,Quarterfinals,3,Alexandrova E.,Pegula J.,26,5,1888,4861,4,6,6,1,6,1,2,1,Completed,2.3,1.62,2.39,1.65,2.45,1.75,2.28,1.61,,
10,Doha,Qatar Open,2/13/2025,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Rybakina E.,2,7,8770,4588,6,2,7,5,,,2,0,Completed,1.53,2.5,1.59,2.39,1.62,2.58,1.54,2.43,,
10,Doha,Qatar Open,2/13/2025,WTA1000,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Jabeur O.,37,35,1422,1454,6,2,6,2,,,2,0,Completed,2.3,1.62,2.42,1.64,2.43,1.69,2.25,1.63,,
10,Doha,Qatar Open,2/13/2025,WTA1000,Outdoor,Hard,Quarterfinals,3,Anisimova A.,Kostyuk M.,41,21,1316,2064,4,6,7,5,6,4,2,1,Completed,1.62,2.3,1.72,2.25,1.73,2.3,1.65,2.22,,
10,Doha,Qatar Open,2/14/2025,WTA1000,Outdoor,Hard,Semifinals,3,Ostapenko J.,Swiatek I.,37,2,1422,8770,6,3,6,1,,,2,0,Completed,3.2,1.36,3.3,1.3,3.4,1.36,3.2,1.33,,
10,Doha,Qatar Open,2/14/2025,WTA1000,Outdoor,Hard,Semifinals,3,Anisimova A.,Alexandrova E.,41,26,1316,1888,6,3,6,3,,,2,0,Completed,2.1,1.73,2.06,1.85,2.23,1.85,2.09,1.72,,
10,Doha,Qatar Open,2/15/2025,WTA1000,Outdoor,Hard,The Final,3,Anisimova A.,Ostapenko J.,41,37,1316,1422,6,4,6,3,,,2,0,Completed,2.2,1.67,2.22,1.74,2.35,1.74,2.19,1.66,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Parks A.,Wang Xin.,74,41,902,1373,6,3,6,3,,,2,0,Completed,2.1,1.73,2.25,1.71,2.25,1.76,2.14,1.7,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Badosa P.,Sun L.,10,45,3588,1242,6,3,6,4,,,2,0,Completed,1.17,5,1.16,6,1.2,6,1.16,5.09,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Fernandez L.A.,31,30,1721,1774,6,2,6,2,,,2,0,Completed,2.2,1.67,2.01,1.79,2.22,1.94,2.04,1.76,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Yastremska D.,Linette M.,48,37,1169,1479,6,3,7,5,,,2,0,Completed,1.73,2.1,1.76,2.16,1.78,2.16,1.73,2.09,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Kenin S.,Vekic D.,56,20,1013,2273,7,5,6,3,,,2,0,Completed,1.87,1.87,1.96,1.93,1.96,2.01,1.88,1.91,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Noskova L.,Putintseva Y.,35,23,1528,2148,6,2,7,6,,,2,0,Completed,1.37,3,1.4,2.82,1.42,3.75,1.36,3.08,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Bencic B.,Ito A.,66,116,963,657,6,0,6,2,,,2,0,Completed,1.13,6,1.15,6.36,1.15,6.47,1.13,5.95,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Samsonova L.,Pavlyuchenkova A.,25,36,2000,1510,6,2,6,2,,,2,0,Completed,2,1.8,2.07,1.83,2.07,1.86,1.98,1.81,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Vondrousova M.,Garcia C.,39,70,1391,939,6,2,6,2,,,2,0,Completed,1.3,3.5,1.33,3.59,1.33,3.74,1.3,3.47,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Muchova K.,Lamens S.,17,67,2344,962,6,2,6,2,,,2,0,Completed,1.2,4.5,1.24,4.55,1.24,4.55,1.21,4.34,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Svitolina E.,Kalinskaya A.,24,19,2035,2304,6,1,6,2,,,2,0,Completed,1.44,2.75,1.44,2.97,1.47,2.97,1.44,2.77,,
11,Dubai,Dubai Duty Free Tennis Championships,2/16/2025,WTA1000,Outdoor,Hard,1st Round,3,Raducanu E.,Sakkari M.,61,29,997,1829,6,4,6,2,,,2,0,Completed,1.67,2.2,1.7,2.27,1.73,2.27,1.66,2.19,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Potapova A.,Haddad Maia B.,33,16,1619,2369,6,3,6,0,,,2,0,Completed,1.62,2.3,1.62,2.44,1.64,2.44,1.6,2.31,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Lys E.,Begu I.,87,78,807,877,5,7,7,5,6,3,2,1,Completed,1.5,2.63,1.54,2.64,1.55,2.66,1.5,2.55,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Shnaider D.,Frech M.,13,28,2853,1835,6,2,6,2,,,2,0,Completed,1.5,2.63,1.51,2.72,1.52,2.75,1.49,2.6,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Cirstea S.,Kasatkina D.,89,11,801,3116,6,1,6,4,,,2,0,Completed,4.5,1.2,4.94,1.21,5,1.23,4.61,1.19,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Kostyuk M.,Siniakova K.,21,58,2214,1010,6,3,6,4,,,2,0,Completed,1.5,2.63,1.5,2.77,1.53,2.77,1.48,2.61,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Tauson C.,Sramkova R.,38,42,1421,1355,7,6,6,0,,,2,0,Completed,1.62,2.3,1.68,2.3,1.72,2.39,1.63,2.26,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Azarenka V.,Kalinina A.,34,51,1557,1110,2,6,7,6,6,4,2,1,Completed,1.62,2.3,1.68,2.32,1.69,2.4,1.62,2.26,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Uchijima M.,Ostapenko J.,62,26,997,1952,6,3,6,3,,,2,0,Completed,4.5,1.2,4.4,1.25,4.7,1.25,4.29,1.21,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Kessler M.,Anisimova A.,53,18,1063,2316,6,2,6,3,,,2,0,Completed,3.2,1.36,3.25,1.39,3.3,1.39,3.15,1.35,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Kudermetova V.,Alexandrova E.,50,22,1131,2158,3,6,6,4,6,3,2,1,Completed,2.5,1.53,2.55,1.57,2.6,1.57,2.48,1.53,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Jabeur O.,46,32,1236,1659,7,6,6,4,,,2,0,Completed,3,1.4,3.11,1.41,3.15,1.41,2.99,1.38,,
11,Dubai,Dubai Duty Free Tennis Championships,2/17/2025,WTA1000,Outdoor,Hard,1st Round,3,Andreeva M.,Avanesyan E.,14,44,2730,1245,6,2,6,1,,,2,0,Completed,1.33,3.4,1.32,3.7,1.36,3.7,1.32,3.32,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Paolini J.,Lys E.,4,87,5398,807,6,2,7,5,,,2,0,Completed,1.29,3.75,1.3,3.88,1.33,3.94,1.28,3.6,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Badosa P.,Mertens E.,10,31,3588,1721,6,2,6,1,,,2,0,Completed,1.73,2.1,1.74,2.21,1.77,2.25,1.72,2.11,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Uchijima M.,7,62,4153,997,6,3,6,2,,,2,0,Completed,1.08,8,1.09,9.42,1.1,9.48,1.08,7.87,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Noskova L.,Shnaider D.,35,13,1528,2853,7,6,4,6,6,3,2,1,Completed,1.5,2.63,1.57,2.55,1.57,2.66,1.51,2.52,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Kenin S.,Kostyuk M.,56,21,1013,2214,5,7,7,6,7,6,2,1,Completed,2.5,1.53,2.59,1.56,2.6,1.56,2.51,1.52,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Pegula J.,Samsonova L.,5,25,5076,2000,6,0,6,4,,,2,0,Completed,1.44,2.75,1.51,2.72,1.53,2.75,1.47,2.64,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Azarenka V.,2,34,8160,1557,6,0,6,2,,,2,0,Completed,1.05,11,1.06,12.22,1.07,12.22,1.05,10.15,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Yastremska D.,Potapova A.,48,33,1169,1619,6,2,6,3,,,2,0,Completed,2.5,1.53,2.61,1.55,2.61,1.57,2.45,1.53,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Kessler M.,Gauff C.,53,3,1063,6538,6,4,7,5,,,2,0,Completed,4.5,1.2,3.78,1.24,4.6,1.25,4.12,1.22,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Sabalenka A.,Kudermetova V.,1,50,8966,1131,6,3,6,4,,,2,0,Completed,1.14,5.5,1.13,6.92,1.15,6.92,1.13,5.97,,
11,Dubai,Dubai Duty Free Tennis Championships,2/18/2025,WTA1000,Outdoor,Hard,2nd Round,3,Muchova K.,Raducanu E.,17,61,2344,997,7,6,6,4,,,2,0,Completed,1.36,3.2,1.39,3.44,1.39,3.44,1.36,3.08,,
