ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
27,Hamburg,Hamburg Open,5/17/2026,ATP500,Outdoor,Clay,1st Round,3,Tiafoe F.,Dedura D.,21,281,1905,187,6,4,6,4,,"	",,,,,2,0,Completed,1.36,3.2,,,1.36,3.4,1.32,3.28,1.36,3.6
27,Hamburg,Hamburg Open,5/17/2026,ATP500,Outdoor,Clay,1st Round,3,Paul T.,Quinn E.,26,49,1625,974,6,1,6,3,"	",,,,,,2,0,Completed,1.33,3.4,,,1.37,3.4,1.34,3.2,1.35,3.7
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,De Minaur A.,Cerundolo F.,9,27,3665,1570,3,6,6,4,6,3,,,,,2,1,Completed,2.5,1.53,,,2.5,1.57,2.44,1.53,2.66,1.58
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Davidovich Fokina A.,Moutet C.,23,32,1820,1323,6,4,6,4,"	",,,,,,2,0,Completed,1.5,2.63,,,1.52,2.65,1.49,2.59,1.53,2.78
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Majchrzak K.,68,77,825,747,1,6,6,2,6,3,,,,,2,1,Completed,1.44,2.75,,,1.5,2.75,1.47,2.62,1.52,2.82
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Etcheverry T.,Atmane T.,25,51,1630,938,6,2,7,6,,"	",,,,,2,0,Completed,1.44,2.75,,,1.45,2.9,1.43,2.72,1.47,3.05
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Hanfmann Y.,Schoenhaus M.,55,452,899,101,6,3,6,7,6,4,,,,,2,1,Completed,1.25,4,,,1.25,4.6,1.21,4.19,1.22,5.5
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Altmaier D.,Hijikata R.,65,102,843,599,7,5,6,2,"	",,,,,,2,0,Completed,1.33,3.4,,,1.36,3.4,1.34,3.2,1.37,3.6
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Shelton B.,Giron M.,6,84,4030,705,6,3,4,6,7,6,,,,,2,1,Completed,1.29,3.75,,,1.3,3.85,1.26,3.7,1.29,4.3
27,Hamburg,Hamburg Open,5/18/2026,ATP500,Outdoor,Clay,1st Round,3,Mensik J.,Struff J.L.,28,79,1510,739,7,6,6,2,"	",,,,,,2,0,Completed,1.29,3.75,,,1.3,3.75,1.28,3.59,1.31,4.1
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,1st Round,3,Buse I.,Cobolli F.,57,12,893,2790,6,2,7,5,,"	",,,,,2,0,Completed,2.5,1.53,,,2.6,1.57,2.46,1.52,2.56,1.64
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,1st Round,3,Kovacevic A.,Gea A.,94,140,649,436,6,2,7,6,"	",,,,,,2,0,Completed,2.1,1.73,,,2.23,1.73,2.15,1.68,2.38,1.71
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,1st Round,3,Darderi L.,Burruchaga R.,16,66,2260,833,6,3,7,6,"	",,,,,,2,0,Completed,1.5,2.63,,,1.53,2.7,1.47,2.62,1.6,2.62
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Kopriva V.,5,63,4060,856,7,5,6,1,"	",,,,,,2,0,Completed,1.44,2.75,,,1.44,3,1.4,2.84,1.5,2.98
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,1st Round,3,Khachanov K.,Gaston H.,15,120,2320,527,3,6,6,3,7,6,,,,,2,1,Completed,1.2,4.5,,,1.22,4.8,1.19,4.41,1.24,4.9
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,1st Round,3,Humbert U.,Engel J.,34,190,1280,316,6,3,3,6,7,6,,,,,2,1,Completed,1.29,3.75,,,1.3,3.9,1.26,3.69,1.28,4.4
27,Hamburg,Hamburg Open,5/19/2026,ATP500,Outdoor,Clay,2nd Round,3,Altmaier D.,Shelton B.,65,6,843,4030,4,6,7,6,6,4,,,,,2,1,Completed,3,1.4,,,3,1.44,2.8,1.42,2.86,1.53
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Kovacevic A.,Auger-Aliassime F.,94,5,649,4060,4,6,7,5,6,4,,,,,2,1,Completed,7,1.1,,,7.5,1.13,6.33,1.11,8,1.13
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Buse I.,Mensik J.,57,28,893,1510,6,0,6,3,"	",,,,,,2,0,Completed,2.38,1.57,,,2.38,1.62,2.3,1.58,2.4,1.66
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Paul T.,Etcheverry T.,26,25,1625,1630,6,7,7,6,7,6,,,,,2,1,Completed,1.44,2.75,,,1.53,2.75,1.48,2.58,1.6,2.62
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Humbert U.,Khachanov K.,34,15,1280,2320,6,3,3,6,7,6,,,,,2,1,Completed,3.2,1.36,,,3.3,1.37,3.09,1.35,3.25,1.44
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,De Minaur A.,Davidovich Fokina A.,9,23,3665,1820,6,2,4,6,6,4,,,,,2,1,Completed,1.62,2.3,,,1.67,2.3,1.62,2.25,1.69,2.42
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Ugo Carabelli C.,Tiafoe F.,68,21,825,1905,7,6,7,6,"	",,,,,,2,0,Completed,2.1,1.73,,,2.1,1.8,2.02,1.77,2.08,1.9
27,Hamburg,Hamburg Open,5/20/2026,ATP500,Outdoor,Clay,2nd Round,3,Darderi L.,Hanfmann Y.,16,55,2260,899,7,6,7,5,"	",,,,,,2,0,Completed,1.44,2.75,,,1.45,2.8,1.44,2.7,1.49,2.86
27,Hamburg,Hamburg Open,5/21/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Buse I.,Humbert U.,57,34,893,1280,6,3,5,7,6,3,,,,,2,1,Completed,1.3,3.5,,,1.33,3.5,1.3,3.39,1.35,3.75
27,Hamburg,Hamburg Open,5/21/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Paul T.,Altmaier D.,26,65,1625,843,6,2,7,5,"	",,,,,,2,0,Completed,1.4,3,,,1.43,3,1.41,2.84,1.46,3.1
27,Hamburg,Hamburg Open,5/21/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Kovacevic A.,Ugo Carabelli C.,94,68,649,825,6,4,6,7,6,2,,,,,2,1,Completed,3,1.4,,,3.1,1.44,2.96,1.38,3.25,1.44
27,Hamburg,Hamburg Open,5/21/2026,ATP500,Outdoor,Clay,Quarterfinals,3,De Minaur A.,Darderi L.,9,16,3665,2260,6,0,6,3,,"	",,,,,2,0,Completed,1.8,2,,,1.85,2,1.81,1.96,1.93,2.06
27,Hamburg,Hamburg Open,5/22/2026,ATP500,Outdoor,Clay,Semifinals,3,Buse I.,Kovacevic A.,57,94,893,649,6,1,6,4,,"	",,,,,2,0,Completed,1.29,3.75,,,1.33,3.75,1.31,3.35,1.35,3.75
27,Hamburg,Hamburg Open,5/22/2026,ATP500,Outdoor,Clay,Semifinals,3,Paul T.,De Minaur A.,26,9,1625,3665,2,6,6,3,6,3,,,,,2,1,Completed,2.38,1.57,,,2.38,1.67,2.26,1.6,2.4,1.7
27,Hamburg,Hamburg Open,5/23/2026,ATP500,Outdoor,Clay,The Final,3,Buse I.,Paul T.,57,26,893,1625,7,6,4,6,6,3,,,,,2,1,Completed,2.38,1.57,,,2.4,1.72,2.29,1.6,2.46,1.67
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Duckworth J.,Diallo G.,82,49,722,975,6,3,4,1,"	",,,,,,1,0,Retired,2.5,1.53,,,2.53,1.57,2.42,1.55,2.58,1.62
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tirante T.A.,Llamas Ruiz P.,60,122,887,515,6,3,7,6,6,7,6,0,,"	",3,1,Completed,1.8,2,,,1.85,2.01,1.81,1.97,1.91,2.08
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kecmanovic M.,Marozsan F.,48,54,980,935,7,6,6,3,6,4,"	",,,,3,0,Completed,1.62,2.3,,,1.67,2.38,1.62,2.25,1.66,2.48
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Gea A.,15,135,2320,460,6,3,7,6,6,0,"	",,,,3,0,Completed,1.17,5,,,1.2,5.25,1.18,4.75,1.22,5.3
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Davidovich Fokina A.,Dzumhur D.,23,87,1860,694,6,7,6,3,2,6,7,5,6,3,3,2,Completed,1.11,6.5,,,1.14,6.5,1.12,5.83,1.15,7.2
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Trungelliti M.,Jacquet K.,81,147,731,411,6,4,6,2,6,2,,"	",,,3,0,Completed,2.2,1.67,,,2.21,1.73,2.15,1.68,2.22,1.79
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Machac T.,Bergs Z.,43,40,1080,1150,6,4,6,4,6,3,"	",,,,3,0,Completed,1.67,2.2,,,1.73,2.21,1.69,2.14,1.75,2.3
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Bonzi B.,3,95,5705,629,6,3,6,4,6,2,,"	",,,3,0,Completed,1.03,15,,,1.04,21,1.03,13.93,1.04,20
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Mensik J.,Droguet T.,27,107,1550,578,6,3,6,2,6,4,,"	",,,3,0,Completed,1.4,3,,,1.5,3,1.43,2.78,1.5,2.96
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cina F.,Opelka R.,238,76,242,758,3,6,6,4,6,2,6,7,6,4,3,2,Completed,1.5,2.63,,,1.53,2.83,1.46,2.67,1.5,2.96
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Borges N.,Etcheverry T.,51,28,970,1510,6,3,6,4,6,2,,"	",,,3,0,Completed,2.75,1.44,,,2.9,1.44,2.78,1.42,3.25,1.44
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Prizmic D.,Zheng M.,72,146,785,414,6,1,6,1,6,3,,"	",,,3,0,Completed,1.17,5,,,1.2,5.6,1.16,5.14,1.17,6.4
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Fonseca J.,Pavlovic L.,30,241,1435,237,7,6,6,4,6,2,"	",,,,3,0,Completed,1.05,11,,,1.07,13,1.05,9.97,1.08,11.5
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Basavareddy N.,Fritz T.,148,9,409,3720,7,6,7,6,6,7,6,1,,"	",3,1,Completed,4.33,1.22,,,4.6,1.25,4.2,1.21,5.1,1.24
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Halys Q.,Bellucci M.,90,73,678,777,6,3,7,6,6,3,"	",,,,3,0,Completed,1.73,2.1,,,1.73,2.3,1.64,2.22,1.67,2.48
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Blockx A.,Wong C.,37,109,1238,574,6,3,6,4,6,2,"	",,,,3,0,Completed,1.1,7,,,1.1,8,1.09,6.94,1.11,9.2
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Medjedovic H.,Hanfmann Y.,58,53,894,936,6,3,6,4,6,7,6,4,"	",,3,1,Completed,1.5,2.63,,,1.56,2.63,1.5,2.55,1.53,2.86
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Sonego L.,Herbert P.,70,220,815,259,7,6,5,7,6,2,1,6,6,4,3,2,Completed,1.53,2.5,,,1.53,2.75,1.48,2.6,1.58,2.72
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Royer V.,Dellien H.,74,144,773,421,6,4,6,2,6,2,,"	",,,3,0,Completed,2.3,1.62,,,2.3,1.68,2.24,1.63,2.42,1.69
28,Paris,French Open,5/24/2026,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Mpetshi G.,4,83,4460,710,5,7,7,5,6,1,6,4,,"	",3,1,Completed,1.08,8,,,1.1,8,1.08,7.39,1.11,9.6
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Michelsen A.,Shevchenko A.,42,88,1115,689,6,2,6,4,6,2,,"	",,,3,0,Completed,1.53,2.5,,,1.57,2.53,1.54,2.43,1.65,2.52
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Carreno Busta P.,Lehecka J.,89,12,685,2665,6,3,7,6,6,3,"	",,,,3,0,Completed,4.5,1.2,,,5.5,1.22,4.58,1.2,6.2,1.18
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,De Minaur A.,Samuel T.,7,159,3855,378,6,4,6,4,6,2,"	",,,,3,0,Completed,1.07,9,,,1.09,9.5,1.07,8.02,1.08,12.5
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Rinderknech A.,Rodionov J.,25,158,1736,379,7,6,6,2,6,3,"	",,,,3,0,Completed,1.3,3.5,,,1.33,3.75,1.3,3.5,1.32,4
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Berrettini M.,Fucsovics M.,105,65,585,859,6,7,7,5,6,1,6,2,,"	",3,1,Completed,1.44,2.75,,,1.5,2.8,1.47,2.63,1.55,2.76
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Van Assche L.,Gaubas V.,100,133,599,464,6,4,6,2,2,6,7,5,"	",,3,1,Completed,1.73,2.1,,,1.73,2.1,1.73,2.1,1.33,2.78
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Jodar R.,Kovacevic A.,29,67,1461,837,6,1,6,0,6,4,,"	",,,3,0,Completed,1.08,8,,,1.12,8.5,1.09,7.28,1.11,9.2
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tiafoe F.,Spizzirri E.,22,91,1905,660,6,3,6,7,6,4,6,3,,"	",3,1,Completed,1.07,9,,,1.08,9.5,1.07,8.08,1.11,9.8
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Nakashima B.,Bautista Agut R.,35,117,1295,542,6,2,7,5,6,2,,"	",,,3,0,Completed,1.3,3.5,,,1.32,3.75,1.29,3.47,1.33,4
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,De Jong J.,Wawrinka S.,106,113,580,553,6,3,3,6,6,3,6,4,,"	",3,1,Completed,1.62,2.3,,,1.62,2.4,1.58,2.34,1.62,2.58
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kokkinakis T.,Atmane T.,855,52,29,938,6,7,6,2,4,6,6,3,7,5,3,2,Completed,4,1.25,,,4,1.29,3.73,1.26,4.4,1.28
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Navone M.,Brooksby J.,38,63,1215,865,6,4,6,4,6,4,"	",,,,3,0,Completed,1.14,5.5,,,1.16,6,1.14,5.46,1.13,8
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Ugo Carabelli C.,Nava E.,59,94,890,631,7,6,6,3,6,3,,"	",,,3,0,Completed,1.8,2,,,1.95,2,1.86,1.89,2,1.98
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Humbert U.,Mannarino A.,32,45,1370,1037,6,3,6,4,6,3,"	",,,,3,0,Completed,1.11,6.5,,,1.12,7,1.11,6.31,1.13,8
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Hurkacz H.,Munar J.,99,41,600,1145,6,3,6,3,2,6,6,3,,"	",3,1,Completed,1.67,2.2,,,1.73,2.25,1.67,2.17,1.75,2.32
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Hijikata R.,21,98,1945,612,4,6,6,3,7,5,6,4,,"	",3,1,Completed,1.05,11,,,1.05,14,1.04,11.09,1.06,15
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Buse I.,13,31,2460,1412,6,3,6,7,6,3,7,5,,"	",3,1,Completed,1.44,2.75,,,1.45,2.85,1.44,2.73,1.49,3
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Safiullin R.,16,141,2275,430,6,2,7,6,5,7,0,6,6,2,3,2,Completed,1.1,7,,,1.1,8,1.09,7.09,1.11,9.4
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Collignon R.,Vukic A.,62,96,866,626,6,3,6,3,7,6,"	",,,,3,0,Completed,1.08,8,,,1.08,9,1.07,8.34,1.1,10
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo F.,Van De Zandschulp B.,26,55,1570,935,6,3,6,4,6,7,6,4,"	",,3,1,Completed,1.17,5,,,1.1,7,1.15,5.28,1.16,6.8
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cobolli F.,Pellegrino A.,14,124,2340,507,6,4,7,6,6,3,"	",,,,3,0,Completed,1.33,3.4,,,1.37,3.55,1.31,3.37,1.34,3.9
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Wu Y.,Giron M.,92,84,655,705,7,5,6,2,6,4,"	",,,,3,0,Completed,2.1,1.73,,,2.13,1.8,2.05,1.74,2.22,1.8
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Shelton B.,Merida Aguilar D.,5,86,4070,696,6,3,6,3,6,4,,"	",,,3,0,Completed,1.29,3.75,,,1.29,4,1.25,3.85,1.27,4.6
28,Paris,French Open,5/25/2026,Grand Slam,Outdoor,Clay,1st Round,5,Gaston H.,Monfils G.,118,218,533,260,6,2,6,3,3,6,2,6,6,0,3,2,Completed,2.1,1.73,,,2.2,1.8,2.05,1.74,2.22,1.8
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kouame M.,Cilic M.,318,46,165,1010,7,6,6,2,6,1,,"	",,,3,0,Completed,4,1.25,,,4,1.3,3.81,1.26,4.5,1.28
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Arnaldi M.,Griekspoor T.,104,33,586,1340,6,7,6,3,7,6,6,3,,"	",3,1,Completed,1.73,2.1,,,1.73,2.2,1.7,2.12,1.79,2.24
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Svajda Z.,Popyrin A.,85,61,696,870,3,6,6,3,7,6,7,5,,"	",3,1,Completed,8,1.08,,,8,1.11,6.77,1.1,8.4,1.13
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tabilo A.,Majchrzak K.,36,78,1278,747,6,1,6,3,6,4,"	",,,,3,0,Completed,1.22,4.33,,,1.23,4.5,1.21,4.28,1.25,4.9
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Walton A.,Medvedev D.,97,8,614,3760,6,2,1,6,6,1,1,6,6,4,3,2,Completed,13,1.04,,,17,1.04,12.31,1.03,16.5,1.06
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Vacherot V.,Faurel T.,19,378,2103,131,6,3,6,4,3,6,7,6,,"	",3,1,Completed,1.13,6,,,1.15,6,1.14,5.52,1.16,6.6
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Diaz Acosta F.,Zhang Zh.,151,224,407,254,6,1,6,4,6,3,"	",,,,3,0,Completed,1.36,3.2,,,1.4,3.25,1.35,3.11,1.4,3.4
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Landaluce M.,Prado Angelo J.C.,69,176,827,338,6,3,4,6,6,2,6,7,6,4,3,2,Completed,1.3,3.5,,,1.35,3.5,1.33,3.27,1.38,3.55
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Muller A.,79,127,740,494,6,2,3,0,,"	",,,,,1,0,Retired,1.14,5.5,,,1.16,6,1.14,5.41,1.17,6.4
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Kopriva V.,Moutet C.,66,34,856,1323,6,3,5,7,6,4,3,6,6,3,3,2,Completed,2.3,1.62,,,2.35,1.67,2.25,1.63,2.34,1.73
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Vallejo D.,Norrie C.,71,24,786,1785,7,6,2,0,,"	",,,,,1,0,Retired,1.8,2,,,1.8,2.1,1.76,2.02,1.84,2.16
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Burruchaga R.,Baez S.,68,64,833,860,2,6,7,5,6,2,2,0,,"	",2,1,Retired,2.2,1.67,,,2.25,1.74,2.17,1.67,2.38,1.71
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Tien L.,Garin C.,18,114,2180,552,6,0,2,6,6,0,6,2,,"	",3,1,Completed,1.44,2.75,,,1.55,2.75,1.49,2.57,1.51,2.92
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Struff J.L.,Bublik A.,80,10,739,3320,7,5,6,7,6,4,7,5,,"	",3,1,Completed,4,1.25,,,4.1,1.28,3.89,1.25,4.6,1.27
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Faria J.,Shapovalov D.,115,39,548,1170,6,4,7,5,6,4,"	",,,,3,0,Completed,1.53,2.5,,,1.55,2.54,1.52,2.46,1.55,2.78
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo J.M.,Fearnley J.,56,125,935,505,6,2,7,6,7,6,,"	",,,3,0,Completed,1.25,4,,,1.25,4.33,1.24,4.02,1.26,4.7
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Comesana F.,Quinn E.,102,50,598,974,6,4,7,6,7,6,,"	",,,3,0,Completed,1.62,2.3,,,1.67,2.31,1.63,2.24,1.66,2.46
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Darderi L.,Ofner S.,17,112,2260,558,7,6,6,2,6,3,,"	",,,3,0,Completed,1.29,3.75,,,1.36,3.75,1.3,3.51,1.32,4.1
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Auger-Aliassime F.,Altmaier D.,6,57,4050,930,4,6,6,4,4,6,6,1,7,6,3,2,Completed,1.3,3.5,,,1.36,3.6,1.3,3.41,1.38,3.6
28,Paris,French Open,5/26/2026,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Tabur C.,1,171,14750,348,6,1,6,3,6,4,"	",,,,3,0,Completed,1,67,,,1.01,67,1.01,40.64,1.01,110
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,De Minaur A.,Blockx A.,7,37,3855,1238,"	",,,,,,,,,,,,Walkover,1.5,2.63,,,1.57,2.63,1.54,2.44,1.56,2.72
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Tirante T.A.,Davidovich Fokina A.,60,23,887,1860,4,6,7,6,6,1,6,3,,"	",3,1,Completed,1.62,2.3,,,1.63,2.43,1.58,2.32,1.63,2.54
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Khachanov K.,Trungelliti M.,15,81,2320,731,7,6,5,7,6,1,7,6,"	",,3,1,Completed,1.25,4,,,1.26,4.5,1.23,3.99,1.27,4.6
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,De Jong J.,Cina F.,106,238,580,242,6,3,6,1,6,3,,"	",,,3,0,Completed,1.62,2.3,,,1.62,2.38,1.59,2.3,1.68,2.44
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Ugo Carabelli C.,13,59,2460,890,6,1,1,6,6,3,7,6,,"	",3,1,Completed,1.25,4,,,1.29,4,1.26,3.73,1.31,4.1
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Mensik J.,Navone M.,27,38,1550,1215,6,3,2,6,6,4,1,6,7,6,3,2,Completed,1.8,2,,,1.83,2.04,1.78,1.99,1.87,2.12
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Carreno Busta P.,Kokkinakis T.,89,855,685,29,7,5,4,6,1,0,,"	",,,1,1,Retired,1.36,3.2,,,1.4,3.25,1.37,3.06,1.39,3.5
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Borges N.,Kecmanovic M.,51,48,970,980,3,6,6,2,6,1,6,2,"	",,3,1,Completed,2.3,1.62,,,2.45,1.62,2.35,1.57,2.58,1.63
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Royer V.,4,74,4460,773,6,3,6,2,6,7,6,3,,"	",3,1,Completed,1.1,7,,,1.12,7.5,1.1,6.61,1.13,8.2
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Jodar R.,Duckworth J.,29,82,1461,722,6,1,6,7,6,4,7,5,,"	",3,1,Completed,1.03,15,,,1.04,16,1.03,12.88,1.04,21
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Halys Q.,Humbert U.,90,32,678,1370,6,4,7,6,7,6,,"	",,,3,0,Completed,2.3,1.62,,,2.3,1.67,2.23,1.64,2.32,1.74
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Michelsen A.,Basavareddy N.,42,148,1115,409,7,6,6,3,3,6,6,3,,"	",3,1,Completed,1.5,2.63,,,1.53,2.63,1.51,2.53,1.55,2.78
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Fonseca J.,Prizmic D.,30,72,1435,785,3,6,4,6,6,3,6,1,6,2,3,2,Completed,1.91,1.91,,,1.95,2,1.87,1.9,1.93,2.04
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Paul T.,Sonego L.,21,70,1945,815,6,3,6,2,6,4,,"	",,,3,0,Completed,1.13,6,,,1.14,6,1.13,5.68,1.15,7.4
28,Paris,French Open,5/27/2026,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Machac T.,3,43,5705,1080,6,4,6,2,6,2,,"	",,,3,0,Completed,1.11,6.5,,,1.12,7.5,1.1,6.56,1.12,8.6
