WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
7,Cluj-Napoca,Transylvania Open,2/5/2026,WTA250,Indoor,Hard,Quarterfinals,3,Snigur D.,Yuan Y.,144,130,516,582,4,6,6,0,7,5,2,1,Completed,1.5,2.63,,,1.52,2.75,1.49,2.56,1.58,2.68
7,Cluj-Napoca,Transylvania Open,2/6/2026,WTA250,Indoor,Hard,Semifinals,3,Raducanu E.,Oliynykova O.,30,91,1547,805,7,5,3,6,6,3,2,1,Completed,1.17,5,,,1.19,6,1.15,5.09,1.18,6.2
7,Cluj-Napoca,Transylvania Open,2/6/2026,WTA250,Indoor,Hard,Semifinals,3,Cirstea S.,Snigur D.,36,144,1303,516,6,0,6,3,,,2,0,Completed,1.33,3.4,,,1.36,3.5,1.34,3.17,1.37,3.6
7,Cluj-Napoca,Transylvania Open,2/7/2026,WTA250,Indoor,Hard,The Final,3,Cirstea S.,Raducanu E.,36,30,1303,1547,6,0,6,2,,,2,0,Completed,1.73,2.1,,,1.73,2.25,1.68,2.14,1.8,2.22
8,Ostrava,Ostrava Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Avanesyan E.,Uchijima M.,169,87,421,822,6,3,2,6,6,3,2,1,Completed,2.75,1.44,,,2.75,1.6,2.51,1.51,2.6,1.6
8,Ostrava,Ostrava Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Volynets K.,Klimovicova L.,96,131,783,569,6,2,6,1,,,2,0,Completed,2,1.8,,,2.02,1.85,1.98,1.8,2.06,1.92
8,Ostrava,Ostrava Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Martincova T.,Galfi D.,459,90,120,806,2,6,6,3,7,5,2,1,Completed,3,1.4,,,3,1.45,2.83,1.41,2.86,1.51
8,Ostrava,Ostrava Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,Udvardy P.,Vidmanova D.,98,137,771,536,7,5,6,3,,,2,0,Completed,3.2,1.36,,,3.3,1.4,3.13,1.35,3.4,1.39
8,Ostrava,Ostrava Open,2/1/2026,WTA250,Indoor,Hard,1st Round,3,McNally C.,Lamens S.,71,105,896,720,6,3,7,5,,,2,0,Completed,1.29,3.75,,,1.32,3.75,1.3,3.5,1.35,3.7
8,Ostrava,Ostrava Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Parry D.,Dodin O.,119,686,627,59,6,1,6,4,,,2,0,Completed,1.8,2,,,1.91,2.3,1.8,2,1.96,2
8,Ostrava,Ostrava Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Parks A.,Grabher J.,85,78,830,859,7,6,6,2,,,2,0,Completed,1.36,3.2,,,1.4,3.5,1.35,3.14,1.41,3.35
8,Ostrava,Ostrava Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Korpatsch T.,Siskova A.,124,255,600,274,6,4,6,4,,,2,0,Completed,1.57,2.38,,,1.67,2.65,1.6,2.3,1.7,2.38
8,Ostrava,Ostrava Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Ferro F.,Fruhvirtova B.,281,1311,240,7,6,1,6,1,,,2,0,Completed,1.17,5,,,1.19,5.5,1.17,4.93,1.22,5.3
8,Ostrava,Ostrava Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Bartunkova N.,Blinkova A.,108,75,712,868,6,4,6,4,,,2,0,Completed,1.53,2.5,,,1.55,2.63,1.51,2.48,1.59,2.68
8,Ostrava,Ostrava Open,2/2/2026,WTA250,Indoor,Hard,1st Round,3,Fruhvirtova L.,Barthel M.,121,215,618,333,7,6,6,4,,,2,0,Completed,1.62,2.3,,,1.67,2.6,1.57,2.36,1.58,2.7
8,Ostrava,Ostrava Open,2/3/2026,WTA250,Indoor,Hard,1st Round,3,Sramkova R.,Valdmannova V.,81,300,848,210,6,2,6,3,,,2,0,Completed,1.57,2.38,,,1.73,2.6,1.56,2.38,1.56,2.74
8,Ostrava,Ostrava Open,2/3/2026,WTA250,Indoor,Hard,1st Round,3,Boulter K.,Havlickova L.,120,276,624,244,6,4,3,6,6,1,2,1,Completed,1.67,2.2,,,1.67,2.3,1.62,2.25,1.75,2.3
8,Ostrava,Ostrava Open,2/3/2026,WTA250,Indoor,Hard,1st Round,3,Golubic V.,Kraus S.,89,104,810,727,6,4,6,0,,,2,0,Completed,1.36,3.2,,,1.38,3.5,1.35,3.07,1.39,3.5
8,Ostrava,Ostrava Open,2/3/2026,WTA250,Indoor,Hard,2nd Round,3,Volynets K.,Maria T.,96,54,783,1089,7,5,6,1,,,2,0,Completed,1.3,3.5,,,1.34,4,1.3,3.4,1.34,3.85
8,Ostrava,Ostrava Open,2/3/2026,WTA250,Indoor,Hard,2nd Round,3,McNally C.,Martincova T.,71,459,896,120,6,4,6,4,,,2,0,Completed,1.2,4.5,,,1.25,4.5,1.22,4.08,1.24,4.9
8,Ostrava,Ostrava Open,2/3/2026,WTA250,Indoor,Hard,2nd Round,3,Parks A.,Avanesyan E.,85,169,830,421,6,4,6,2,,,2,0,Completed,1.33,3.4,,,1.4,3.4,1.36,3.06,1.42,3.3
8,Ostrava,Ostrava Open,2/4/2026,WTA250,Indoor,Hard,2nd Round,3,Korpatsch T.,Arango E.,124,46,600,1142,6,3,6,4,,,2,0,Completed,1.53,2.5,,,1.54,2.9,1.5,2.53,1.59,2.66
8,Ostrava,Ostrava Open,2/4/2026,WTA250,Indoor,Hard,2nd Round,3,Boulter K.,Golubic V.,120,89,624,810,6,2,6,2,,,2,0,Completed,1.73,2.1,,,1.8,2.13,1.74,2.05,1.93,2.06
8,Ostrava,Ostrava Open,2/4/2026,WTA250,Indoor,Hard,2nd Round,3,Fruhvirtova L.,Sramkova R.,121,81,618,848,6,3,6,1,,,2,0,Completed,2.2,1.67,,,2.23,1.7,2.16,1.67,2.26,1.76
8,Ostrava,Ostrava Open,2/4/2026,WTA250,Indoor,Hard,2nd Round,3,Bartunkova N.,Ferro F.,108,281,712,240,6,4,3,6,6,1,2,1,Completed,1.36,3.2,,,1.47,3.2,1.39,2.92,1.4,3.4
8,Ostrava,Ostrava Open,2/4/2026,WTA250,Indoor,Hard,2nd Round,3,Parry D.,Udvardy P.,119,98,627,771,6,1,6,2,,,2,0,Completed,1.5,2.63,,,1.55,2.7,1.5,2.54,1.54,2.8
8,Ostrava,Ostrava Open,2/5/2026,WTA250,Indoor,Hard,Quarterfinals,3,Volynets K.,Parks A.,96,85,783,830,5,7,6,4,6,2,2,1,Completed,2.1,1.73,,,2.1,2.1,2.03,1.76,2.26,1.77
8,Ostrava,Ostrava Open,2/5/2026,WTA250,Indoor,Hard,Quarterfinals,3,Boulter K.,Fruhvirtova L.,120,121,624,618,6,3,6,2,,,2,0,Completed,1.67,2.2,,,1.67,2.42,1.62,2.28,1.76,2.28
8,Ostrava,Ostrava Open,2/5/2026,WTA250,Indoor,Hard,Quarterfinals,3,Parry D.,Bartunkova N.,119,108,627,712,6,1,6,3,,,2,0,Completed,2.63,1.5,,,2.63,1.57,2.5,1.51,2.92,1.51
8,Ostrava,Ostrava Open,2/5/2026,WTA250,Indoor,Hard,Quarterfinals,3,Korpatsch T.,McNally C.,124,71,600,896,6,4,6,2,,,2,0,Completed,3.75,1.29,,,4.33,1.3,3.63,1.28,4,1.3
8,Ostrava,Ostrava Open,2/6/2026,WTA250,Indoor,Hard,Semifinals,3,Boulter K.,Volynets K.,120,96,624,783,6,1,6,3,,,2,0,Completed,1.57,2.38,,,1.65,2.38,1.61,2.26,1.75,2.3
8,Ostrava,Ostrava Open,2/6/2026,WTA250,Indoor,Hard,Semifinals,3,Korpatsch T.,Parry D.,124,119,600,627,6,4,6,4,,,2,0,Completed,2.38,1.57,,,2.38,1.62,2.29,1.59,2.38,1.72
8,Ostrava,Ostrava Open,2/7/2026,WTA250,Indoor,Hard,The Final,3,Boulter K.,Korpatsch T.,120,124,624,600,5,7,6,2,6,1,2,1,Completed,1.5,2.63,,,1.5,2.75,1.46,2.66,1.53,2.84
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Frech M.,Samsonova L.,59,17,1033,2116,6,3,4,6,7,6,2,1,Completed,3,1.4,,,3,1.4,2.94,1.37,3.2,1.44
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Zvonareva V.,Stearns P.,580,55,83,1078,2,6,6,2,6,3,2,1,Completed,2.5,1.53,,,2.65,1.57,2.45,1.52,2.6,1.61
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Gracheva V.,Siegemund L.,73,51,887,1111,7,6,6,4,,,2,0,Completed,1.44,2.75,,,1.47,2.8,1.43,2.73,1.5,2.9
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Pavlyuchenkova A.,22,110,1936,706,6,2,6,1,,,2,0,Completed,1.2,4.5,,,1.23,4.5,1.21,4.16,1.24,4.9
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Parks A.,Shnaider D.,77,21,872,1953,1,6,6,4,7,6,2,1,Completed,3.5,1.3,,,3.5,1.33,3.39,1.3,3.8,1.34
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Cocciaretto E.,Jacquemot E.,57,60,1063,1031,7,6,6,2,,,2,0,Completed,1.5,2.63,,,1.53,2.75,1.48,2.64,1.51,2.68
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Li A.,Fernandez L.A.,41,27,1243,1653,6,4,6,3,,,2,0,Completed,2.3,1.62,,,2.3,1.67,2.21,1.64,2.34,1.72
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Linette M.,Kartal S.,47,50,1179,1112,6,4,3,6,6,3,2,1,Completed,2.75,1.44,,,3,1.45,2.78,1.42,3,1.49
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Mboko V.,Bouzkova M.,13,37,2606,1285,7,5,6,2,,,2,0,Completed,1.44,2.75,,,1.5,2.75,1.45,2.66,1.51,2.92
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Pliskova Ka.,Sierra S.,418,62,147,987,6,1,6,2,,,2,0,Completed,1.8,2,,,1.82,2.15,1.76,2.03,1.84,2.14
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Kasatkina D.,Uchijima M.,61,88,997,810,4,6,6,3,6,0,2,1,Completed,1.5,2.63,,,1.53,3.8,1.46,2.73,1.57,2.68
9,Doha,Qatar Open,2/8/2026,WTA1000,Outdoor,Hard,1st Round,3,Muchova K.,Cristian J.,19,36,2058,1307,6,2,6,3,,,2,0,Completed,1.17,5,,,1.19,5.25,1.17,4.68,1.21,5.4
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Noskova L.,Joint M.,12,30,2626,1549,6,4,6,0,,,2,0,Completed,1.44,2.75,,,1.5,3.1,1.41,2.8,1.49,3
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Yastremska D.,Bucsa C.,42,56,1225,1069,6,4,4,6,7,6,2,1,Completed,1.67,2.2,,,1.67,2.63,1.63,2.24,1.72,2.36
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Wang Xin.,Arango E.,33,49,1383,1142,6,1,7,5,,,2,0,Completed,1.17,5,,,1.18,5.6,1.15,5.21,1.22,5.5
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Siniakova K.,Tauson C.,44,14,1207,2530,6,4,6,1,,,2,0,Completed,2.1,1.73,,,2.25,1.8,2.14,1.68,2.24,1.79
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Valentova T.,Eala A.,48,40,1175,1244,7,6,6,1,,,2,0,Completed,1.44,2.75,,,1.54,2.75,1.47,2.61,1.51,2.92
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Navarro E.,Maria T.,18,54,2095,1089,7,5,6,1,,,2,0,Completed,1.1,7,,,1.13,7.5,1.11,6.33,1.12,8.6
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Zheng Q.,Kenin S.,26,29,1658,1567,4,6,6,1,6,2,2,1,Completed,1.44,2.75,,,1.45,2.88,1.43,2.75,1.5,2.96
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Zakharova A.,24,105,1860,737,6,7,6,3,6,4,2,1,Completed,1.8,2,,,1.8,2.35,1.7,2.12,1.87,2.12
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Sakkari M.,Sonmez Z.,52,85,1110,843,6,1,6,3,,,2,0,Completed,1.67,2.2,,,1.73,2.23,1.68,2.14,1.76,2.26
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Kalinskaya A.,Bouzas Maneiro J.,28,45,1575,1202,6,2,6,1,,,2,0,Completed,1.3,3.5,,,1.33,3.66,1.3,3.41,1.33,3.9
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Osorio M.,Raducanu E.,80,25,851,1700,2,6,6,4,2,0,1,1,Retired,1.91,1.91,,,1.91,1.95,1.87,1.9,1.95,2.02
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,1st Round,3,Tjen J.,Haddad Maia B.,46,67,1185,932,6,0,6,1,,,2,0,Completed,1.8,2,,,1.81,4,1.69,2.31,1.86,2.12
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Anisimova A.,418,4,147,6680,5,7,7,6,4,1,1,1,Retired,6,1.13,,,6.5,1.14,5.75,1.13,6.8,1.16
9,Doha,Qatar Open,2/9/2026,WTA1000,Outdoor,Hard,2nd Round,3,Andreeva M.,Linette M.,7,47,4731,1179,7,6,6,1,,,2,0,Completed,1.13,6,,,1.14,7.5,1.12,5.83,1.16,6.8
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Kasatkina D.,Mertens E.,61,22,997,1936,6,4,6,0,,,2,0,Completed,3.75,1.29,,,3.75,1.3,3.58,1.28,3.85,1.34
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Li A.,Frech M.,41,59,1243,1033,6,3,6,4,,,2,0,Completed,1.53,2.5,,,1.6,2.55,1.53,2.46,1.64,2.54
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Sakkari M.,Paolini J.,52,8,1110,4267,6,4,6,2,,,2,0,Completed,2.5,1.53,,,2.5,1.6,2.4,1.54,2.56,1.63
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Alexandrova E.,24,10,1860,3200,6,4,6,2,,,2,0,Completed,3,1.4,,,3.33,1.42,2.97,1.39,3.25,1.43
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Cocciaretto E.,Gauff C.,57,5,1063,6423,6,4,6,2,,,2,0,Completed,9,1.07,,,9,1.1,7.69,1.08,10,1.1
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Mboko V.,Zvonareva V.,13,580,2606,83,6,4,6,4,,,2,0,Completed,1.11,6.5,,,1.14,7,1.11,6.16,1.14,7.6
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Gracheva V.,Noskova L.,73,12,887,2626,6,2,2,6,7,5,2,1,Completed,3.2,1.36,,,3.5,1.36,3.18,1.34,3.55,1.38
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Svitolina E.,Yastremska D.,9,42,3205,1225,6,1,6,4,,,2,0,Completed,1.22,4.33,,,1.29,5.5,1.22,4.19,1.26,4.7
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Tjen J.,2,46,7978,1185,6,0,6,3,,,2,0,Completed,1.05,11,,,1.08,11,1.06,8.92,1.09,11.5
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Osorio M.,Siniakova K.,80,44,851,1207,6,2,5,7,6,3,2,1,Completed,2.3,1.62,,,2.3,1.68,2.23,1.63,2.4,1.69
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Muchova K.,Valentova T.,19,48,2058,1175,6,1,6,4,,,2,0,Completed,1.44,2.75,,,1.57,2.8,1.46,2.69,1.48,3
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Zheng Q.,Parks A.,26,77,1658,872,7,6,3,6,6,2,2,1,Completed,1.36,3.2,,,1.36,3.5,1.34,3.17,1.38,3.55
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Wang Xin.,3,33,7523,1383,6,2,6,4,,,2,0,Completed,1.14,5.5,,,1.17,5.7,1.14,5.41,1.17,6.4
9,Doha,Qatar Open,2/10/2026,WTA1000,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Navarro E.,28,18,1575,2095,7,5,2,6,6,2,2,1,Completed,1.53,2.5,,,1.6,2.6,1.54,2.44,1.62,2.56
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Sakkari M.,Gracheva V.,52,73,1110,887,7,6,6,0,,,2,0,Completed,1.44,2.75,,,1.57,2.75,1.49,2.59,1.53,2.84
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Cocciaretto E.,Li A.,57,41,1063,1243,7,6,5,7,6,4,2,1,Completed,2.1,1.73,,,2.3,1.73,2.12,1.68,2.3,1.75
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Mboko V.,Andreeva M.,13,7,2606,4731,6,3,3,6,7,6,2,1,Completed,2.5,1.53,,,2.63,2.1,2.46,1.56,2.72,1.57
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Ostapenko J.,Osorio M.,24,80,1860,851,6,3,6,1,,,2,0,Completed,1.73,2.1,,,2.75,2.13,1.86,1.97,1.89,2.1
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Kasatkina D.,2,61,7978,997,5,7,6,1,6,1,2,1,Completed,1.03,15,,,1.05,15,1.04,11.12,1.05,17.5
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Muchova K.,Pliskova Ka.,19,418,2058,147,5,2,,,,,0,0,Retired,1.22,4.33,,,1.23,5.5,1.2,4.47,1.23,5.2
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Rybakina E.,Zheng Q.,3,26,7523,1658,4,6,6,2,7,5,2,1,Completed,1.17,5,,,1.17,5.6,1.15,5.28,1.17,6.4
9,Doha,Qatar Open,2/11/2026,WTA1000,Outdoor,Hard,3rd Round,3,Kalinskaya A.,Svitolina E.,28,9,1575,3205,6,4,6,3,,,2,0,Completed,3,1.4,,,3.3,1.4,3.12,1.35,3.3,1.42
9,Doha,Qatar Open,2/12/2026,WTA1000,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Cocciaretto E.,24,57,1860,1063,7,5,6,4,,,2,0,Completed,1.53,2.5,,,1.54,2.6,1.52,2.5,1.59,2.66
9,Doha,Qatar Open,2/12/2026,WTA1000,Outdoor,Hard,Quarterfinals,3,Sakkari M.,Swiatek I.,52,2,1110,7978,2,6,6,4,7,5,2,1,Completed,7,1.1,,,7.5,1.11,6.74,1.09,7.2,1.15
9,Doha,Qatar Open,2/12/2026,WTA1000,Outdoor,Hard,Quarterfinals,3,Mboko V.,Rybakina E.,13,3,2606,7523,7,5,4,6,6,4,2,1,Completed,3.5,1.3,,,3.75,1.33,3.39,1.31,3.8,1.35
9,Doha,Qatar Open,2/12/2026,WTA1000,Outdoor,Hard,Quarterfinals,3,Muchova K.,Kalinskaya A.,19,28,2058,1575,6,3,6,4,,,2,0,Completed,1.62,2.3,,,1.62,2.63,1.57,2.38,1.6,2.62
9,Doha,Qatar Open,2/13/2026,WTA1000,Outdoor,Hard,Semifinals,3,Mboko V.,Ostapenko J.,13,24,2606,1860,6,3,6,2,,,2,0,Completed,1.44,2.75,,,1.47,2.95,1.44,2.73,1.52,2.86
9,Doha,Qatar Open,2/13/2026,WTA1000,Outdoor,Hard,Semifinals,3,Muchova K.,Sakkari M.,19,52,2058,1110,3,6,6,4,6,1,2,1,Completed,1.36,3.2,,,1.37,3.3,1.35,3.12,1.43,3.2
9,Doha,Qatar Open,2/14/2026,WTA1000,Outdoor,Hard,The Final,3,Muchova K.,Mboko V.,19,13,2058,2606,6,4,7,5,,,2,0,Completed,2,1.8,,,2.07,1.81,2.01,1.77,2.14,1.86
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Tjen J.,Yastremska D.,46,44,1236,1265,6,4,6,1,,,2,0,Completed,2,1.8,,,2,1.87,1.95,1.82,2.06,1.91
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Noskova L.,Li A.,14,36,2571,1333,6,3,5,7,6,4,2,1,Completed,1.44,2.75,,,1.45,3.25,1.42,2.8,1.47,3.1
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Frech M.,58,55,1023,1053,6,4,6,2,,,2,0,Completed,2,1.8,,,2.1,16,1.81,3.5,2.06,1.6
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Birrell K.,Maria T.,94,54,789,1079,6,4,3,6,7,5,2,1,Completed,1.25,4,,,1.3,4,1.27,3.66,1.28,4.3
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Bouzkova M.,22,38,1881,1317,6,2,6,2,,,2,0,Completed,1.62,2.3,,,1.73,2.38,1.66,2.18,1.78,2.28
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Krejcikova B.,Pavlyuchenkova A.,53,110,1091,716,6,4,6,4,,,2,0,Completed,1.33,3.4,,,1.4,3.5,1.34,3.23,1.33,3.9
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Fernandez L.A.,Samsonova L.,29,18,1543,2105,5,7,7,5,6,3,2,1,Completed,2.1,1.73,,,2.3,1.78,2.11,1.71,2.2,1.81
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Seidel E.,Bucsa C.,95,63,785,984,6,1,6,4,,,2,0,Completed,2.2,1.67,,,2.3,1.68,2.18,1.66,2.34,1.72
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Shnaider D.,Joint M.,21,28,1953,1549,6,4,6,1,,,2,0,Completed,1.4,3,,,1.4,3.15,1.37,3,1.45,3.2
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Linette M.,Sun L.,50,98,1124,780,4,6,6,4,6,1,2,1,Completed,1.57,2.38,,,1.67,2.45,1.57,2.36,1.63,2.58
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Eala A.,Baptiste H.,47,45,1227,1264,6,4,0,1,,,1,0,Retired,1.8,2,,,1.81,2.1,1.77,2.02,1.81,2.2
10,Dubai,Dubai Duty Free Tennis Championships,2/15/2026,WTA1000,Outdoor,Hard,1st Round,3,Bejlek S.,Sonmez Z.,41,84,1277,843,6,2,6,2,,,2,0,Completed,1.44,2.75,,,1.5,3.25,1.45,2.67,1.54,2.8
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Jovic I.,Rakhimova K.,20,91,2008,802,6,1,1,6,6,1,2,1,Completed,1.22,4.33,,,1.25,4.33,1.22,4.18,1.22,5.3
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Navarro E.,Ruse E.G.,19,80,2100,864,6,4,7,5,,,2,0,Completed,1.5,2.63,,,1.55,3,1.47,2.61,1.53,2.84
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Gracheva V.,Sramkova R.,60,103,1007,758,7,5,1,6,6,4,2,1,Completed,1.73,2.1,,,1.73,2.2,1.7,2.1,1.78,2.26
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Cirstea S.,Sasnovich A.,32,113,1439,673,6,3,7,6,,,2,0,Completed,1.33,3.4,,,1.36,3.4,1.34,3.19,1.38,3.5
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Tauson C.,Kenin S.,15,30,2530,1472,7,6,6,2,,,2,0,Completed,1.25,4,,,1.3,4.33,1.27,3.66,1.31,4.1
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Kasatkina D.,Siegemund L.,61,52,997,1101,6,2,6,3,,,2,0,Completed,1.4,3,,,1.41,3.2,1.39,2.96,1.44,3.15
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Bencic B.,Bouzas Maneiro J.,13,48,2843,1202,2,6,6,1,6,2,2,1,Completed,1.17,5,,,1.2,5.5,1.16,5.01,1.18,6.2
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Zakharova A.,Uchijima M.,104,90,754,810,6,2,6,4,,,2,0,Completed,2,1.8,,,2,2.5,1.86,1.94,2.06,1.91
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Kalinskaya A.,Ostapenko J.,23,27,1780,1600,2,6,6,1,6,4,2,1,Completed,1.44,2.75,,,1.48,2.88,1.44,2.71,1.48,3
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Ruzic A.,Raducanu E.,67,25,933,1700,6,1,5,7,6,2,2,1,Completed,4,1.25,,,4,1.29,3.72,1.26,4.2,1.3
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Badosa P.,Siniakova K.,70,42,901,1272,6,3,7,5,,,2,0,Completed,2,1.8,,,2.05,1.83,1.99,1.78,2.12,1.88
10,Dubai,Dubai Duty Free Tennis Championships,2/16/2026,WTA1000,Outdoor,Hard,1st Round,3,Cristian J.,Marcinko P.,39,69,1307,912,6,1,6,1,,,2,0,Completed,1.62,2.3,,,1.75,2.3,1.71,2.11,1.76,2.28
